YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Geolocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2019,2019,OR,Oregon,BRFSS,Disability,Adults with any disability,%,Age-adjusted Prevalence,35.6,35.6,,,28.2,43.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-120.15503132599969 44.56744942400047),41,DIS,DIS01,AGEADJPREV,RACE,MRC
2019,2019,AZ,Arizona,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,68.8,68.8,,,57.6,79.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),4,CVD,CVD08,AGEADJRATE,RACE,AIAN
2022,2022,CA,California,BRFSS,Immunization,Influenza vaccination among adults,%,Crude Prevalence,54.0,54.0,,,52.1,56.0,Race/Ethnicity,"White, non-Hispanic",POINT (-120.99999953799971 37.63864012300047),6,IMM,IMM01,CRDPREV,RACE,WHT
2020,2020,AK,Alaska,BRFSS,Tobacco,Quit attempts in the past year among adult current smokers,%,Age-adjusted Prevalence,61.1,61.1,,,53.1,68.6,Sex,Female,POINT (-147.72205903599973 64.84507995700051),2,TOB,TOB06,AGEADJPREV,SEX,SEXF
2019,2019,WA,Washington,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,Number,4991.0,4991.0,,,,,Age,Age >=65,POINT (-120.47001078999972 47.52227862900048),53,DIA,DIA03,NMBR,AGE,AGE65P
2019,2019,TN,Tennessee,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,10.34,10.34,,,9.98,10.69,Sex,Male,POINT (-85.77449091399967 35.68094058000048),47,COPD,COPD04,CRDRATE,SEX,SEXM
2020,2020,FL,Florida,BRFSS,Immunization,Pneumococcal vaccination among adults aged 18â€“64 years who are at increased risk,%,Crude Prevalence,20.9,20.9,,,12.4,33.0,Race/Ethnicity,"Black, non-Hispanic",POINT (-81.92896053899966 28.932040377000476),12,IMM,IMM03,CRDPREV,RACE,BLK
2019,2019,VA,Virginia,BRFSS,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Crude Prevalence,11.5,11.5,,,10.7,12.5,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),51,ART,ART02,CRDPREV,RACE,WHT
2021,2021,TN,Tennessee,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,13.3,13.3,,,7.9,21.5,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,COPD,COPD01,AGEADJPREV,RACE,MRC
2019,2019,AK,Alaska,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,28.1,28.1,,,21.0,36.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-147.72205903599973 64.84507995700051),2,CVD,CVD03,CRDPREV,RACE,AIAN
2021,2021,CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Crude Prevalence,24.5,24.5,,,23.1,26.0,Sex,Male,POINT (-106.13361092099967 38.843840757000464),8,NPAW,NPW14,CRDPREV,SEX,SEXM
2022,2022,DE,Delaware,BRFSS,Asthma,Current asthma among adults,%,Crude Prevalence,9.2,9.2,,,7.3,11.5,Age,Age 18-44,POINT (-75.57774116799965 39.008830667000495),10,AST,AST02,CRDPREV,AGE,AGE1844
2019,2019,TN,Tennessee,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,50.2,50.2,,,46.0,54.3,Race/Ethnicity,"White, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,ART,ART04,CRDPREV,RACE,WHT
2019,2019,OR,Oregon,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,%,Crude Prevalence,14.2,14.2,,,12.7,15.9,Sex,Female,POINT (-120.15503132599969 44.56744942400047),41,NPAW,NPW04,CRDPREV,SEX,SEXF
2022,2022,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,86.2,86.2,,,79.2,91.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-76.60926011099963 39.29058096400047),24,CAN,CAN09,AGEADJPREV,RACE,BLK
2021,2021,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,10.0,10.0,,,8.5,11.8,Age,Age 45-64,POINT (-97.52107021399968 35.47203135600046),40,COPD,COPD01,CRDPREV,AGE,AGE4564
2021,2022,LA,Louisiana,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,20.7,20.7,,,13.7,30.0,Race/Ethnicity,Hispanic,POINT (-92.44568007099969 31.31266064400046),22,CHC,CHC04,AGEADJPREV,RACE,HIS
2021,2021,ND,North Dakota,YRBSS,Alcohol,Alcohol use among high school students,%,Crude Prevalence,10.9,10.9,,,5.6,20.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,ALC,ALC01,CRDPREV,RACE,BLK
2019,2019,US,United States,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,56.1,56.1,,,55.4,56.8,Race/Ethnicity,"White, non-Hispanic",,59,CVD,CVD02,AGEADJPREV,RACE,WHT
2019,2019,AR,Arkansas,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,92.3,92.3,,,90.8,93.5,Age,Age >=65,POINT (-92.27449074299966 34.74865012400045),5,SDOH,SDH12,CRDPREV,AGE,AGE65P
2019,2019,IA,Iowa,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,172.9,172.9,,,168.9,176.9,Overall,Overall,POINT (-93.81649055599968 42.46940091300047),19,CVD,CVD09,AGEADJRATE,OVERALL,OVR
2021,2021,TN,Tennessee,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Crude Mean,2.1,2.1,,,1.5,2.8,Sex,Male,POINT (-85.77449091399967 35.68094058000048),47,MEN,MEN04,CRDMEAN,SEX,SEXM
2019,2019,ID,Idaho,BRFSS,Arthritis,Arthritis among adults,%,Crude Prevalence,15.1,15.1,,,10.6,21.0,Race/Ethnicity,Hispanic,POINT (-114.3637300419997 43.682630005000476),16,ART,ART01,CRDPREV,RACE,HIS
2019,2019,OR,Oregon,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Age-adjusted Prevalence,13.8,13.8,,,9.0,20.6,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-120.15503132599969 44.56744942400047),41,ALC,ALC06,AGEADJPREV,RACE,MRC
2016,2020,VA,Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",Number,Number,7995.0,7995.0,,,,,Sex,Male,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN08,NMBR,SEX,SEXM
2020,2020,AR,Arkansas,BRFSS,Immunization,Pneumococcal vaccination among adults aged 18â€“64 years who are at increased risk,%,Age-adjusted Prevalence,26.4,26.4,,,20.8,32.8,Sex,Male,POINT (-92.27449074299966 34.74865012400045),5,IMM,IMM03,AGEADJPREV,SEX,SEXM
2021,2021,PA,Pennsylvania,BRFSS,Mental Health,Depression among adults,%,Crude Prevalence,14.0,14.0,,,11.9,16.5,Age,Age >=65,POINT (-77.86070029399963 40.79373015200048),42,MEN,MEN02,CRDPREV,AGE,AGE65P
2015,2019,AK,Alaska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",Number,Number,975.0,975.0,,,,,Overall,Overall,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN08,NMBR,OVERALL,OVR
2019,2019,RI,Rhode Island,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,15.73,15.73,,,14.87,16.58,Race/Ethnicity,"White, non-Hispanic",POINT (-71.52247031399963 41.70828019300046),44,COPD,COPD04,AGEADJRATE,RACE,WHT
2016,2020,LA,Louisiana,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",Number,Number,2463.0,2463.0,,,,,Overall,Overall,POINT (-92.44568007099969 31.31266064400046),22,CAN,CAN04,NMBR,OVERALL,OVR
2020,2020,CA,California,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,176.4,176.4,,,174.4,178.5,Overall,Overall,POINT (-120.99999953799971 37.63864012300047),6,COPD,COPD06,CRDRATE,OVERALL,OVR
2020,2021,OK,Oklahoma,NSCH,Oral Health,Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,82.0,82.0,,,73.8,88.1,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046),40,ORH,ORH04,CRDPREV,RACE,HIS
2022,2022,SD,South Dakota,BRFSS,Oral Health,All teeth lost among adults aged 65 years and older,%,Age-adjusted Prevalence,10.7,10.7,,,7.9,14.3,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,ORH,ORH03,AGEADJPREV,RACE,WHT
2019,2019,DE,Delaware,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,195.5,195.5,,,183.9,207.2,Sex,Male,POINT (-75.57774116799965 39.008830667000495),10,CVD,CVD09,AGEADJRATE,SEX,SEXM
2021,2021,TX,Texas,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,4.0,4.0,,,3.5,4.4,Race/Ethnicity,Hispanic,POINT (-99.42677020599967 31.827240407000488),48,DIA,DIA04,AGEADJRATE,RACE,HIS
2020,2020,WV,West Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Crude Prevalence,33.2,33.2,,,31.3,35.2,Sex,Female,POINT (-80.71264013499967 38.66551020200046),54,NPAW,NPW06,CRDPREV,SEX,SEXF
2019,2019,NJ,New Jersey,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,12.8,12.8,,,11.7,13.9,Sex,Male,POINT (-74.27369128799967 40.13057004800049),34,ALC,ALC09,CRDRATE,SEX,SEXM
2016,2020,MA,Massachusetts,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause","per 100,000",Crude Rate,67.9,67.9,,,64.7,71.2,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN08,CRDRATE,RACE,API
2019,2019,KY,Kentucky,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,44.0,44.0,,,37.3,50.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.77497104799966 37.645970271000465),21,CVD,CVD07,CRDRATE,RACE,BLK
2019,2019,CO,Colorado,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Age-adjusted Prevalence,60.7,60.7,,,55.0,66.1,Sex,Male,POINT (-106.13361092099967 38.843840757000464),8,ART,ART06,AGEADJPREV,SEX,SEXM
2021,2021,RI,Rhode Island,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed fruit less than one time daily among high school students,%,Crude Prevalence,8.8,8.8,,,6.3,12.2,Grade,Grade 10,POINT (-71.52247031399963 41.70828019300046),44,NPAW,NPW01,CRDPREV,GRADE,GRD10
2019,2019,ND,North Dakota,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,34.3,34.3,,,28.6,40.4,Sex,Female,POINT (-100.11842104899966 47.47531977900047),38,ART,ART04,CRDPREV,SEX,SEXF
2022,2022,TN,Tennessee,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude 75th percentile,4.1,4.1,,,3.2,4.8,Sex,Female,POINT (-85.77449091399967 35.68094058000048),47,ALC,ALC04,CRD75TH,SEX,SEXF
2019,2019,AR,Arkansas,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Age-adjusted Prevalence,56.6,56.6,,,49.8,63.1,Sex,Male,POINT (-92.27449074299966 34.74865012400045),5,ART,ART06,AGEADJPREV,SEX,SEXM
2019,2019,NY,New York,BRFSS,Mental Health,Depression among adults,%,Crude Prevalence,5.2,5.2,,,3.1,8.7,Race/Ethnicity,"Asian, non-Hispanic",POINT (-75.54397042699964 42.82700103200045),36,MEN,MEN02,CRDPREV,RACE,ASN
2021,2021,WV,West Virginia,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause","cases per 100,000",Crude Rate,4.0,4.0,,,2.8,5.6,Sex,Female,POINT (-80.71264013499967 38.66551020200046),54,DIA,DIA04,CRDRATE,SEX,SEXF
2020,2020,RI,Rhode Island,BRFSS,Mental Health,Depression among adults,%,Age-adjusted Prevalence,16.3,16.3,,,14.0,18.9,Sex,Male,POINT (-71.52247031399963 41.70828019300046),44,MEN,MEN02,AGEADJPREV,SEX,SEXM
2022,2022,US,United States,BRFSS,Health Status,2 or more chronic conditions among adults,%,Age-adjusted Prevalence,15.3,15.3,,,14.6,16.1,Race/Ethnicity,Hispanic,,59,HEA,HEA05,AGEADJPREV,RACE,HIS
2022,2022,DE,Delaware,BRFSS,Tobacco,Current cigarette smoking among adults,%,Age-adjusted Prevalence,15.3,15.3,,,13.1,17.8,Race/Ethnicity,"White, non-Hispanic",POINT (-75.57774116799965 39.008830667000495),10,TOB,TOB04,AGEADJPREV,RACE,WHT
2019,2019,OR,Oregon,BRFSS,Arthritis,Physical inactivity among adults with arthritis,%,Age-adjusted Prevalence,23.3,23.3,,,19.6,27.5,Sex,Female,POINT (-120.15503132599969 44.56744942400047),41,ART,ART05,AGEADJPREV,SEX,SEXF
2021,2021,DC,District of Columbia,BRFSS,Health Status,Recent activity limitation among adults,Number,Age-adjusted Mean,1.7,1.7,,,0.9,2.4,Race/Ethnicity,Hispanic,POINT (-77.036871 38.907192),11,HEA,HEA04,AGEADJMEAN,RACE,HIS
2020,2020,RI,Rhode Island,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",Number,Number,39.0,39.0,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",POINT (-71.52247031399963 41.70828019300046),44,COPD,COPD03,NMBR,RACE,API
2022,2022,SD,South Dakota,BRFSS,Diabetes,Diabetes among adults,%,Crude Prevalence,2.4,2.4,,,1.7,3.5,Age,Age 18-44,POINT (-100.3735306369997 44.353130053000484),46,DIA,DIA01,CRDPREV,AGE,AGE1844
2022,2022,TN,Tennessee,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,77.4,77.4,,,75.8,79.0,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,SDOH,SDH12,CRDPREV,OVERALL,OVR
2019,2019,NC,North Carolina,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,76.3,76.3,,,72.5,79.8,Sex,Female,POINT (-79.15925046299964 35.466220975000454),37,ART,ART06,CRDPREV,SEX,SEXF
2019,2019,US,United States,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Age-adjusted Prevalence,45.0,45.0,,,43.4,46.5,Sex,Female,,59,ART,ART04,AGEADJPREV,SEX,SEXF
2019,2019,OH,Ohio,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause","cases per 100,000",Crude Rate,3.8,3.8,,,3.3,4.3,Age,Age 0-44,POINT (-82.40426005599966 40.06021014100048),39,DIA,DIA03,CRDRATE,AGE,AGE0_44
2021,2021,VI,Virgin Islands,BRFSS,Health Status,Frequent physical distress among adults,%,Crude Prevalence,8.5,8.5,,,5.1,13.7,Sex,Male,POINT (-64.896335 18.335765),78,HEA,HEA03,CRDPREV,SEX,SEXM
2019,2019,TX,Texas,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude Prevalence,21.2,21.2,,,19.8,22.7,Overall,Overall,POINT (-99.42677020599967 31.827240407000488),48,HEA,HEA01,CRDPREV,OVERALL,OVR
2021,2021,TN,Tennessee,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,1155.9,1155.9,,,1136.6,1175.3,Age,Age >=65,POINT (-85.77449091399967 35.68094058000048),47,CVD,CVD09,CRDRATE,AGE,AGE65P
2015,2019,CO,Colorado,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause","per 100,000",Age-adjusted Rate,2.1,2.1,,,1.6,2.8,Race/Ethnicity,Hispanic,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN03,AGEADJRATE,RACE,HIS
2019,2019,NE,Nebraska,BRFSS,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,17.8,17.8,,,9.9,29.9,Race/Ethnicity,"Black, non-Hispanic",POINT (-99.36572062299967 41.6410409880005),31,ART,ART07,CRDPREV,RACE,BLK
2020,2020,NE,Nebraska,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,3.0,3.0,,,2.5,3.6,Sex,Female,POINT (-99.36572062299967 41.6410409880005),31,MEN,MEN04,AGEADJMEAN,SEX,SEXF
2022,2022,ID,Idaho,BRFSS,Cancer,Colorectal cancer screening among adults aged 45-75 years,%,Crude Prevalence,56.1,56.1,,,38.8,72.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN06,CRDPREV,RACE,AIAN
2021,2021,PA,Pennsylvania,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",Number,Number,1917.0,1917.0,,,,,Age,Age 45-64,POINT (-77.86070029399963 40.79373015200048),42,COPD,COPD06,NMBR,AGE,AGE4564
2019,2019,CO,Colorado,NIS,"Nutrition, Physical Activity, and Weight Status",Infants who were breastfed at 12 months,%,Crude Prevalence,39.6,39.6,,,31.7,48.1,Overall,Overall,POINT (-106.13361092099967 38.843840757000464),8,NPAW,NPW10,CRDPREV,OVERALL,OVR
2021,2021,PA,Pennsylvania,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,14.5,14.5,,,13.2,16.0,Race/Ethnicity,"White, non-Hispanic",POINT (-77.86070029399963 40.79373015200048),42,TOB,TOB04,CRDPREV,RACE,WHT
2020,2020,NM,New Mexico,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",Number,Number,1327.0,1327.0,,,,,Sex,Male,POINT (-106.24058098499967 34.52088095200048),35,COPD,COPD06,NMBR,SEX,SEXM
2019,2019,NE,Nebraska,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Age-adjusted Prevalence,49.8,49.8,,,37.6,62.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-99.36572062299967 41.6410409880005),31,NPAW,NPW14,AGEADJPREV,RACE,AIAN
2022,2022,NY,New York,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,%,Crude Prevalence,46.7,46.7,,,41.2,52.3,Race/Ethnicity,Hispanic,POINT (-75.54397042699964 42.82700103200045),36,IMM,IMM02,CRDPREV,RACE,HIS
2021,2021,SC,South Carolina,YRBSS,"Nutrition, Physical Activity, and Weight Status",Met aerobic physical activity guideline among high school students,%,Crude Prevalence,24.7,24.7,,,21.7,27.9,Race/Ethnicity,"White, non-Hispanic",POINT (-81.04537120699968 33.998821303000454),45,NPAW,NPW08,CRDPREV,RACE,WHT
2020,2021,GA,Georgia,NSCH,"Nutrition, Physical Activity, and Weight Status",Children and adolescents aged 6-13 years meeting aerobic physical activity guideline,%,Crude Prevalence,29.0,29.0,,,23.3,35.6,Age,Age 6-9,POINT (-83.62758034599966 32.83968109300048),13,NPAW,NPW07,CRDPREV,AGE,AGE6_9
2022,2022,PR,Puerto Rico,BRFSS,Health Status,2 or more chronic conditions among adults,%,Crude Prevalence,25.9,25.9,,,23.4,28.6,Age,Age 45-64,POINT (-66.590149 18.220833),72,HEA,HEA05,CRDPREV,AGE,AGE4564
2022,2022,ND,North Dakota,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,%,Age-adjusted Prevalence,30.7,30.7,,,27.1,34.6,Sex,Female,POINT (-100.11842104899966 47.47531977900047),38,ORH,ORH02,AGEADJPREV,SEX,SEXF
2022,2022,WI,Wisconsin,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,15.4,15.4,,,14.0,16.9,Sex,Male,POINT (-89.81637074199966 44.39319117400049),55,TOB,TOB04,CRDPREV,SEX,SEXM
2020,2020,NJ,New Jersey,BRFSS,Cancer,Colorectal cancer screening among adults aged 45-75 years,%,Age-adjusted Prevalence,59.2,59.2,,,56.8,61.6,Sex,Male,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN06,AGEADJPREV,SEX,SEXM
2020,2021,US,United States,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,30.3,30.3,,,27.8,32.9,Race/Ethnicity,"Asian, non-Hispanic",,59,ORH,ORH05,CRDPREV,RACE,ASN
2021,2021,NH,New Hampshire,BRFSS,Mental Health,Depression among adults,%,Crude Prevalence,26.4,26.4,,,18.3,36.5,Race/Ethnicity,Hispanic,POINT (-71.50036091999965 43.65595011300047),33,MEN,MEN02,CRDPREV,RACE,HIS
2022,2022,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,5.0,5.0,,,4.4,5.7,Sex,Female,POINT (-94.79420050299967 46.35564873600049),27,COPD,COPD01,AGEADJPREV,SEX,SEXF
2016,2020,MD,Maryland,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause","per 100,000",Crude Rate,34.3,34.3,,,33.1,35.5,Race/Ethnicity,"Black, non-Hispanic",POINT (-76.60926011099963 39.29058096400047),24,CAN,CAN04,CRDRATE,RACE,BLK
2019,2019,FL,Florida,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,91.2,91.2,,,90.0,92.5,Race/Ethnicity,"White, non-Hispanic",POINT (-81.92896053899966 28.932040377000476),12,CVD,CVD08,AGEADJRATE,RACE,WHT
2020,2020,NE,Nebraska,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,31.1,31.1,,,20.3,45.6,Race/Ethnicity,Hispanic,POINT (-99.36572062299967 41.6410409880005),31,CVD,CVD08,AGEADJRATE,RACE,HIS
2020,2020,MD,Maryland,BRFSS,Sleep,Short sleep duration among adults,%,Age-adjusted Prevalence,29.7,29.7,,,28.1,31.3,Race/Ethnicity,"White, non-Hispanic",POINT (-76.60926011099963 39.29058096400047),24,SLEP,SLP03,AGEADJPREV,RACE,WHT
2019,2019,MS,Mississippi,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,20.5,20.5,,,19.96,21.04,Race/Ethnicity,"White, non-Hispanic",POINT (-89.53803082499968 32.745510099000455),28,CVD,CVD06,AGEADJRATE,RACE,WHT
2020,2020,GA,Georgia,WIC Participant and Program Characteristics,"Nutrition, Physical Activity, and Weight Status",Obesity among WIC children aged 2 to 4 years,%,Crude Prevalence,10.4,10.4,,,9.9,10.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048),13,NPAW,NPW12,CRDPREV,RACE,BLK
2020,2020,CA,California,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,5.4,5.4,,,4.9,5.8,Sex,Female,POINT (-120.99999953799971 37.63864012300047),6,ALC,ALC05,CRD75TH,SEX,SEXF
2019,2019,VA,Virginia,BRFSS,Mental Health,Frequent mental distress among adults,%,Age-adjusted Prevalence,10.6,10.6,,,9.4,11.9,Sex,Male,POINT (-78.45789046299967 37.54268067400045),51,MEN,MEN05,AGEADJPREV,SEX,SEXM
2019,2019,MO,Missouri,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted Prevalence,11.8,11.8,,,9.0,15.3,Race/Ethnicity,"Black, non-Hispanic",POINT (-92.56630005299968 38.635790776000476),29,HEA,HEA03,AGEADJPREV,RACE,BLK
2019,2019,MS,Mississippi,BRFSS,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Age-adjusted Prevalence,12.4,12.4,,,10.9,14.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.53803082499968 32.745510099000455),28,ART,ART02,AGEADJPREV,RACE,BLK
2021,2021,DC,District of Columbia,YRBSS,Mental Health,Current poor mental health among high school students,%,Crude Prevalence,33.4,33.4,,,29.8,37.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-77.036871 38.907192),11,MEN,MEN01,CRDPREV,RACE,MRC
2019,2019,MN,Minnesota,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",Number,Number,4849.0,4849.0,,,,,Age,Age >=65,POINT (-94.79420050299967 46.35564873600049),27,COPD,COPD06,NMBR,AGE,AGE65P
2019,2019,AK,Alaska,BRFSS,Health Status,2 or more chronic conditions among adults,%,Crude Prevalence,14.6,14.6,,,12.8,16.6,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051),2,HEA,HEA05,CRDPREV,RACE,WHT
2019,2019,MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,%,Age-adjusted Prevalence,12.5,12.5,,,11.3,13.9,Race/Ethnicity,"White, non-Hispanic",POINT (-72.08269067499964 42.27687047000046),25,NPAW,NPW04,AGEADJPREV,RACE,WHT
2022,2022,AZ,Arizona,BRFSS,Health Status,2 or more chronic conditions among adults,%,Age-adjusted Prevalence,16.8,16.8,,,15.8,17.9,Overall,Overall,POINT (-111.76381127699972 34.865970280000454),4,HEA,HEA05,AGEADJPREV,OVERALL,OVR
2021,2021,NM,New Mexico,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.8,4.8,,,4.2,5.4,Overall,Overall,POINT (-106.24058098499967 34.52088095200048),35,COPD,COPD01,AGEADJPREV,OVERALL,OVR
2019,2019,MD,Maryland,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,39.8,39.8,,,26.0,55.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-76.60926011099963 39.29058096400047),24,CVD,CVD04,CRDPREV,RACE,AIAN
